trialCount, launchingTime, launchingPosition.x, launchingPosition.y, launchingPosition.z, launchingAngles.x ,launchingAngles.y, launchingAngles.z, launchingLinearVelocity.x ,launchingLinearVelocity.y, launchingLinearVelocity.z, launchingAngularVelocity.x, launchingAngularVelocity.y, launchingAngularVelocity.z, landingPoint1.x, landingPoint1.y, landingPoint1.z, landingPoint1LinearVelocity.x, landingPoint1LinearVelocity.y, landingPoint1LinearVelocity.z, landingPoint1AngularVelocity.x, landingPoint1AngularVelocity.y, landingPoint1AngularVelocity.z, landingPoint1Quarter, paddleCollisionPosition.x, paddleCollisionPosition.y, paddleCollisionPosition.z, paddleCollisionLinearVelocity.x, paddleCollisionLinearVelocity.y, paddleCollisionLinearVelocity.z, paddleCollisionAngularVelocity.x, paddleCollisionAngularVelocity.y, paddleCollisionAngularVelocity.z, landingPoint2.x, landingPoint2.y, landingPoint2.z, landingPoint2LinearVelocity.x, landingPoint2LinearVelocity.y, landingPoint2LinearVelocity.z, landingPoint2AngularVelocity.x, landingPoint2AngularVelocity.y, landingPoint2AngularVelocity.z, landingPoint2Quarter, tableReferencePoint.x, tableReferencePoint.y, tableReferencePoint.z, isHit
11,42.43112,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.266543,0.9782432,-1.540161,-0.3278891,-1.207079,2.115021,28.73611,2.298367,3.984547,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
12,43.41648,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.266543,0.9782432,-1.540161,-0.3278891,-1.207079,2.115021,28.73611,2.298367,3.984547,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
13,44.39577,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.266543,0.9782432,-1.540161,-0.3278891,-1.207079,2.115021,28.73611,2.298367,3.984547,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
14,45.36794,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
15,46.39783,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.271551,1.024171,-1.540814,-1.548245,3.613639,6.034092,2.313411,3.388858,-22.97926,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
16,47.95736,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.26805,0.9904525,-1.530992,-1.552676,1.904874,5.967958,44.65327,16.01124,-0.02659234,-1.933821,0.8162725,1.060113,-1.112145,2.405172,4.530072,156.8401,13.2795,38.4873,8,-1.0585,0.76,-1.162,TRUE
17,49.6446,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.257718,0.9858001,-1.574978,-1.330239,2.777447,6.997439,-22.7906,38.38816,-26.51134,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
18,50.59345,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.255831,0.9843608,-1.574828,-0.5585295,1.978404,6.242943,50.34334,66.84789,-26.08699,-1.475925,0.8173839,1.191901,-0.2307567,2.433581,4.764306,160.5292,55.19547,7.730639,7,-1.0585,0.76,-1.162,TRUE
19,52.23774,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.258369,0.9876692,-1.587229,-1.618796,3.791053,6.933822,-105.4234,2.73E-07,-20.27373,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
20,53.73277,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.266775,0.9946126,-1.543517,-0.6747667,1.673835,1.960809,-105.894,2.74E-07,-20.36424,-1.62626,0.8198255,-0.4578356,-0.5042719,2.590555,1.409413,46.28645,-0.8659272,16.57967,3,-1.0585,0.76,-1.162,FALSE
21,58.43037,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.277118,1.031793,-1.498308,-1.279034,3.608402,5.879576,-25.2877,-1.669177,-2.927615,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
22,60.00988,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.275675,1.000635,-1.497236,-2.057306,4.106128,4.880483,-106.3668,2.75E-07,-20.45515,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
23,61.64901,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.27148,1.020813,-1.527108,-0.7715903,2.620696,3.287411,-27.59554,-0.03100899,-3.796153,-1.682821,0.8172659,0.203114,-0.3497553,2.608423,0.2180544,16.72471,33.07632,12.99802,3,-1.0585,0.76,-1.162,FALSE
24,66.44333,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.268849,1.015665,-1.54434,-0.534757,2.15693,1.736623,-45.33938,-2.829498,-5.192951,-1.53979,0.7993132,-0.6573025,-0.1231037,2.704456,0.271493,31.38351,-2.274218,14.29286,1,-1.0585,0.76,-1.162,FALSE
25,72.47559,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.260993,0.9900143,-1.573581,-0.9110717,3.726941,6.005972,-105.4234,2.73E-07,-20.27373,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
26,73.40211,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.275162,0.9986367,-1.490696,-1.069995,2.768655,5.609646,16.0838,33.43327,-20.04767,-1.924515,0.7824519,1.519073,-0.6216081,-0.6425683,-0.1049191,-3.323258,26.47489,20.07826,8,-1.0585,0.76,-1.162,TRUE
27,76.62778,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.283761,1.024896,-1.487949,-1.111431,2.417948,2.836344,-41.02097,-16.57672,4.775119,-1.882988,0.8013557,0.03493552,-0.3332182,2.866479,0.5974405,67.41031,-13.09001,37.70414,4,-1.0585,0.76,-1.162,FALSE
28,80.80132,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.27589,1.009014,-1.504416,-1.0915,1.971187,5.433558,25.41345,-11.55705,-11.97994,-1.750907,0.815977,0.8496708,-0.7326915,2.463757,3.915665,140.1422,-9.542429,26.19651,5,-1.0585,0.76,-1.162,TRUE
29,60.00988,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.275675,1.000635,-1.497236,-2.057306,4.106128,4.880483,-106.3668,2.75E-07,-20.45515,0,0,0,0,0,0,0,0,0,0,-1.0585,0.76,-1.162,FALSE
30,47.95736,-1.821,0.9974017,1.338454,10.91114,0,0,0,0,0,0,0,0,-1.465497,0.8200516,-0.5101617,0.8226971,2.065022,-4.278024,-117.318,3.03E-07,-22.56116,3,-1.26805,0.9904525,-1.530992,-1.552676,1.904874,5.967958,44.65327,16.01124,-0.02659234,-1.933821,0.8162725,1.060113,-1.112145,2.405172,4.530072,156.8401,13.2795,38.4873,8,-1.0585,0.76,-1.162,TRUE
